"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"New Zealand","2023","Nuts, edible; cashew nuts, fresh or dried, in shell","Import","7633.103","897","Weight in kilograms","897"
"New Zealand","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Re-Export","4014.288","425","Weight in kilograms","425"
"New Zealand","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Export","53843.161","19310","Weight in kilograms","19310"
"New Zealand","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Import","18711032.198","3441578","Weight in kilograms","3441578"
"New Zealand","2023","Nuts, edible; almonds, fresh or dried, in shell","Re-Export","109.922","14","Weight in kilograms","14"
"New Zealand","2023","Nuts, edible; almonds, fresh or dried, in shell","Export","3106.053","104","Weight in kilograms","104"
"New Zealand","2023","Nuts, edible; almonds, fresh or dried, in shell","Import","586999.152","131545","Weight in kilograms","131545"
"New Zealand","2023","Nuts, edible; almonds, fresh or dried, shelled","Re-Export","28213.62","3765","Weight in kilograms","3765"
"New Zealand","2023","Nuts, edible; almonds, fresh or dried, shelled","Export","75060.486","11625","Weight in kilograms","11625"
"New Zealand","2023","Nuts, edible; almonds, fresh or dried, shelled","Import","15637452.321","3066614","Weight in kilograms","3066614"
"New Zealand","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell","Export","132.029","12","Weight in kilograms","12"
"New Zealand","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Re-Export","1704.092","248","Weight in kilograms","248"
"New Zealand","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Export","4866.027","810","Weight in kilograms","810"
"New Zealand","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Import","1763796.464","237793","Weight in kilograms","237793"
"New Zealand","2023","Nuts, edible; walnuts, fresh or dried, in shell","Re-Export","2986.306","411","Weight in kilograms","411"
"New Zealand","2023","Nuts, edible; walnuts, fresh or dried, in shell","Export","2986.306","411","Weight in kilograms","411"
"New Zealand","2023","Nuts, edible; walnuts, fresh or dried, in shell","Import","280.638","50","Weight in kilograms","50"
"New Zealand","2023","Nuts, edible; walnuts, fresh or dried, shelled","Re-Export","76006.181","7462","Weight in kilograms","7462"
"New Zealand","2023","Nuts, edible; walnuts, fresh or dried, shelled","Export","76527.541","7492","Weight in kilograms","7492"
"New Zealand","2023","Nuts, edible; walnuts, fresh or dried, shelled","Import","4704844.666","923344","Weight in kilograms","923344"
"New Zealand","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell","Export","1381.696","255","Weight in kilograms","255"
"New Zealand","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell","Import","25.178","281","Weight in kilograms","281"
"New Zealand","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled","Import","29462.059","7149","Weight in kilograms","7149"
"New Zealand","2023","Nuts, edible; pistachios, fresh or dried, in shell","Export","160601.598","12074.909","Weight in kilograms","12074.909"
"New Zealand","2023","Nuts, edible; pistachios, fresh or dried, in shell","Re-Export","122206.413","9844","Weight in kilograms","9844"
"New Zealand","2023","Nuts, edible; pistachios, fresh or dried, in shell","Import","806492.322","64575","Weight in kilograms","64575"
"New Zealand","2023","Nuts, edible; pistachios, fresh or dried, shelled","Re-Export","3469.592","310","Weight in kilograms","310"
"New Zealand","2023","Nuts, edible; pistachios, fresh or dried, shelled","Export","18833.439","964","Weight in kilograms","964"
"New Zealand","2023","Nuts, edible; pistachios, fresh or dried, shelled","Import","1370460.749","84410","Weight in kilograms","84410"
"New Zealand","2023","Nuts, edible; macadamia, fresh or dried, in shell","Export","202.649","30","Weight in kilograms","30"
"New Zealand","2023","Nuts, edible; macadamia, fresh or dried, in shell","Import","26453.646","1905","Weight in kilograms","1905"
"New Zealand","2023","Nuts, edible; macadamia, fresh or dried, shelled","Re-Export","300.903","9","Weight in kilograms","9"
"New Zealand","2023","Nuts, edible; macadamia, fresh or dried, shelled","Export","19246.719","1360","Weight in kilograms","1360"
"New Zealand","2023","Nuts, edible; macadamia, fresh or dried, shelled","Import","1072690.504","128477","Weight in kilograms","128477"
"New Zealand","2023","Nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled","Import","8497.738","970","Weight in kilograms","970"
"New Zealand","2023","Nuts, edible; pine nuts, fresh or dried, in shell","Export","259.145","8","Weight in kilograms","8"
"New Zealand","2023","Nuts, edible; pine nuts, fresh or dried, in shell","Import","626172.999","38038","Weight in kilograms","38038"
"New Zealand","2023","Nuts, edible; pine nuts, fresh or dried, shelled","Re-Export","76228.48","1760","Weight in kilograms","1760"
"New Zealand","2023","Nuts, edible; pine nuts, fresh or dried, shelled","Export","79979.939","2099","Weight in kilograms","2099"
"New Zealand","2023","Nuts, edible; pine nuts, fresh or dried, shelled","Import","719786.287","36691","Weight in kilograms","36691"
"New Zealand","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Re-Export","71106.379","5678","Weight in kilograms","5678"
"New Zealand","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Export","105290.769","8937","Weight in kilograms","8937"
"New Zealand","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Import","1410003.049","127575","Weight in kilograms","127575"
"New Zealand","2023","Fruit, edible; plantains, fresh or dried","Re-Export","266.514","69","Weight in kilograms","69"
"New Zealand","2023","Fruit, edible; plantains, fresh or dried","Export","3422.308","1848","Weight in kilograms","1848"
"New Zealand","2023","Fruit, edible; plantains, fresh or dried","Import","9580.374","21065","Weight in kilograms","21065"
"New Zealand","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Re-Export","5523.714","4102","Weight in kilograms","4102"
"New Zealand","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Export","24761.836","11666","Weight in kilograms","11666"
"New Zealand","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Import","79904128.918","82762533","Weight in kilograms","82762533"
"New Zealand","2023","Fruit, edible; dates, fresh or dried","Re-Export","49639.121","7010","Weight in kilograms","7010"
"New Zealand","2023","Fruit, edible; dates, fresh or dried","Export","103134.709","20696","Weight in kilograms","20696"
"New Zealand","2023","Fruit, edible; dates, fresh or dried","Import","2800906.145","1273537","Weight in kilograms","1273537"
"New Zealand","2023","Fruit, edible; figs, fresh or dried","Export","28987.37","2386.957","Weight in kilograms","2386.957"
"New Zealand","2023","Fruit, edible; figs, fresh or dried","Re-Export","3094.385","315.974","Weight in kilograms","315.974"
"New Zealand","2023","Fruit, edible; figs, fresh or dried","Import","996133.487","153320","Weight in kilograms","153320"
"New Zealand","2023","Fruit, edible; pineapples, fresh or dried","Re-Export","39617.218","17750","Weight in kilograms","17750"
"New Zealand","2023","Fruit, edible; pineapples, fresh or dried","Export","279610.46","50023","Weight in kilograms","50023"
"New Zealand","2023","Fruit, edible; pineapples, fresh or dried","Import","10815030.231","9119102","Weight in kilograms","9119102"
"New Zealand","2023","Fruit, edible; avocados, fresh or dried","Re-Export","382613.754","112411","Weight in kilograms","112411"
"New Zealand","2023","Fruit, edible; avocados, fresh or dried","Export","28093841.707","9245492","Weight in kilograms","9245492"
"New Zealand","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Re-Export","30454.424","4282","Weight in kilograms","4282"
"New Zealand","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Export","123437.044","14224","Weight in kilograms","14224"
"New Zealand","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Import","12771621.199","3332518.409","Weight in kilograms","3332518.409"
"New Zealand","2023","Fruit, edible; oranges, fresh or dried","Re-Export","443932.198","196064","Weight in kilograms","196064"
"New Zealand","2023","Fruit, edible; oranges, fresh or dried","Export","786272.274","341170","Weight in kilograms","341170"
"New Zealand","2023","Fruit, edible; oranges, fresh or dried","Import","11705535.202","7806571","Weight in kilograms","7806571"
"New Zealand","2023","Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried","Re-Export","145057.824","52186","Weight in kilograms","52186"
"New Zealand","2023","Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried","Export","471851.056","145923","Weight in kilograms","145923"
"New Zealand","2023","Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried","Import","10968530.526","6559405","Weight in kilograms","6559405"
"New Zealand","2023","Fruit, edible; tangelos, wilkings and similar citrus hybrid, fresh or dried","Export","1981.045","609","Weight in kilograms","609"
"New Zealand","2023","Fruit, edible; tangelos, wilkings and similar citrus hybrid, fresh or dried","Import","244056.042","163553","Weight in kilograms","163553"
"New Zealand","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Re-Export","13691.073","4157","Weight in kilograms","4157"
"New Zealand","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Export","49672.895","13007","Weight in kilograms","13007"
"New Zealand","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Import","1805639.749","597632","Weight in kilograms","597632"
"New Zealand","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Re-Export","22039.588","2082","Weight in kilograms","2082"
"New Zealand","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Export","3927216.897","2298126","Weight in kilograms","2298126"
"New Zealand","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Import","4315747.38","1406820","Weight in kilograms","1406820"
"New Zealand","2023","Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried","Export","5478.271","305.034","Weight in kilograms","305.034"
"New Zealand","2023","Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried","Re-Export","834.544","180","Weight in kilograms","180"
"New Zealand","2023","Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried","Import","378.278","90","Weight in kilograms","90"
"New Zealand","2023","Fruit, edible; grapes, fresh","Re-Export","445246.959","85811","Weight in kilograms","85811"
"New Zealand","2023","Fruit, edible; grapes, fresh","Export","672052.678","120087","Weight in kilograms","120087"
"New Zealand","2023","Fruit, edible; grapes, fresh","Import","40913515.225","10061239","Weight in kilograms","10061239"
"New Zealand","2023","Fruit, edible; grapes, dried","Re-Export","14766.34","4251","Weight in kilograms","4251"
"New Zealand","2023","Fruit, edible; grapes, dried","Export","181136.058","51921","Weight in kilograms","51921"
"New Zealand","2023","Fruit, edible; grapes, dried","Import","9613378.355","4092988","Weight in kilograms","4092988"
"New Zealand","2023","Fruit, edible; watermelons, fresh","Re-Export","20208.994","5814","Weight in kilograms","5814"
"New Zealand","2023","Fruit, edible; watermelons, fresh","Export","50907.825","15084","Weight in kilograms","15084"
"New Zealand","2023","Fruit, edible; watermelons, fresh","Import","3880989.03","1919037","Weight in kilograms","1919037"
"New Zealand","2023","Fruit, edible; melons, other than watermelons, fresh","Re-Export","130873.025","29151","Weight in kilograms","29151"
"New Zealand","2023","Fruit, edible; melons, other than watermelons, fresh","Export","505391.268","96475","Weight in kilograms","96475"
